job Name,Title,Company,Occupation,Specs,Link
data analysis,Internal Auditor,Confidential,Full Time,"['Full TimeEntry Level', '1 - 2 Yrs of Exp', 'Accounting/Finance', 'Auditing', 'Accounting', 'Auditing standards', 'Procedures', 'Financial Reporting', 'Financial Analysis']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/X8IeNUDk5LQn-Internal-Auditor-Cairo-Egypt
data analysis,ERP Technical Support Specialist,TAB ERP Solutions,Full TimeWork From Home,"['Full TimeWork From HomeExperienced', '3+ Yrs of Exp', 'Accounting/Finance', 'Installation/Maintenance/Repair', 'IT/Software Development', 'ERP System', 'ERP Solutions', 'ERP Applications', 'Technical Support', 'SQL', 'Computer Science', 'Accounting']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/MR3wxjaZH5VX-ERP-Technical-Support-Specialist-TAB-ERP-Solutions-Cairo-Egypt
data analysis,Internal Auditor,The Design Hub,Full Time,"['Full TimeExperienced', '3 - 5 Yrs of Exp', 'Accounting/Finance', 'Accounting', 'Audit', 'Auditing', 'auditor', 'Finance', 'Financial Analysis', 'Internal auditing', 'Internal auditor']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/9fCWKYte3Ma5-Internal-Auditor-The-Design-Hub-Cairo-Egypt
data analysis,Cost Accountant,Kandil Industries,Full Time,"['Full TimeExperienced', '2+ Yrs of Exp', 'Accounting/Finance', 'Analyst/Research', 'Business Analysis', 'Finance Analysis', 'Accounting', 'Cost Accounting', 'Cost Analysis']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/8gmikOivjIFd-Cost-Accountant-Kandil-Industries-Cairo-Egypt
data analysis,Accountant - Hotels Sector,Talaat Moustafa Group,Full Time,"['Full TimeEntry Level', '0 - 1 Yrs of Exp', 'Accounting/Finance', 'Accounting', 'Accounting Software', 'Communication', 'English', 'excel', 'Finance', 'Financial', 'Financial Analysis', 'Financial Management']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/h7DTXSzsCeeq-Accountant---Hotels-Sector-Talaat-Moustafa-Group-Giza-Egypt
data analysis,Senior Accountant,BM,Full Time,"['Full TimeExperienced', '2 - 5 Yrs of Exp', 'males_only', 'Accounting/Finance', 'Administration', 'Accounting', 'Financial Reporting', 'Finance', 'Financial', 'Financial Analysis', 'Financial Management', 'MS Office', 'MS']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/z0i9NRwQgQnn-Senior-Accountant-BM-Cairo-Egypt
data analysis,General Ledger Accountant,Confidential,Full Time,"['Full TimeExperienced', '2 - 5 Yrs of Exp', 'Accounting/Finance', 'Accounting', 'Financial Reporting', 'GL Accounting', 'GL', 'Odoo', 'Finance', 'Reporting', 'General Ledger (GL)', 'Financial Management']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/2YKD1RZsDLuq-General-Ledger-Accountant-Cairo-Egypt
data analysis,Accountant,Target Recruitment  & HR Solutions ,Full TimeOn-site,"['Full TimeOn-siteExperienced', '3 - 5 Yrs of Exp', 'Accounting/Finance', 'accountant', 'Accounting', 'Bank', 'Communication', 'AP', 'Communication skills', 'English', 'Finance', 'Financial Analysis']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/eY5zFT93nZnE-Accountant-Target-Recruitment-HR-Solutions-Alexandria-Egypt
data analysis,Finance Manager,IMCO,Full Time,"['Full TimeManager', '5+ Yrs of Exp', 'Accounting/Finance', 'Banking', 'Operations/Management', 'Finance', 'Financial Management', 'Accounting', 'Bookkeeping', 'excel', 'Financial Analysis', 'Accounting Software']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/QIRtG7FtkEAu-Finance-Manager-IMCO-Cairo-Egypt
data analysis,Internal Auditor,الرياض الوطنية للإستقدام,Full Time,"['Full TimeExperienced', '4 - 5 Yrs of Exp', 'Accounting/Finance', 'Accounting', 'Auditing', 'English', 'Finance', 'Financial Analysis', 'Computer Skills', 'auditor', 'Auditing standards']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/ew9PFo9lYbqf-Internal-Auditor-الرياض-الوطنية-للإستقدام-Riyadh-Saudi-Arabia
data analysis,Senior Sales Analyst,Rashideen Egypt for Trade ,Full Time,"['Full TimeExperienced', '2 - 3 Yrs of Exp', 'Analyst/Research', 'Sales/Retail', 'Sales', 'Sales Skills', 'Microsoft Office', 'Business Analysis', 'Analysis', 'Sales Analysis', 'excel']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/j0K9X7AOQweZ-Senior-Sales-Analyst-Rashideen-Egypt-for-Trade-Cairo-Egypt
data analysis,Accounting Manager,Confidential,Full Time,"['Full TimeManager', '10 - 20 Yrs of Exp', 'males_only', 'Accounting/Finance', 'Accounting', 'Computer Skills', 'Financial Management', 'Financial Analysis']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/cFcClrDvINhN-Accounting-Manager-Giza-Egypt
data analysis,Business Development Specialist - International Sales,Locadifferent,Full Time,"['Full TimeExperienced', '2 - 6 Yrs of Exp', 'Business Development', 'Sales/Retail', 'Sales', 'Sales Skills', 'Business Planning', 'Business Development', 'Business Analysis', 'Market Research', 'Tele-marketing', 'Call Center']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/sSrK4TDODywM-Business-Development-Specialist---International-Sales-Locadifferent-Cairo-Egypt
data analysis,Senior Accountant - Hotels Sector,Talaat Moustafa Group,Full Time,"['Full TimeExperienced', '3 - 5 Yrs of Exp', 'Accounting/Finance', 'Administration', 'Banking', 'Accounting', 'Accounting Software', 'excel', 'CPA', 'Finance', 'Financial', 'Financial Analysis']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/Yz2gL781JYwo-Senior-Accountant---Hotels-Sector-Talaat-Moustafa-Group-Giza-Egypt
data analysis,ERP Analyst,IT Systems Corporation,Full Time,"['Full TimeExperienced', '5+ Yrs of Exp', 'IT/Software Development', 'Project/Program Management', 'Engineering - Telecom/Technology', 'Project Management', 'PMO', 'Business Analysis', 'ERP', 'PMP', 'Information Technology (IT)', 'Computer Science']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/hVbrqeI4pV53-ERP-Analyst-IT-Systems-Corporation-Giza-Egypt
data analysis,Finance Manager (Saudi National),Black & Grey HR,Full Time,"['Full TimeManager', 'Accounting/Finance', 'Banking', 'Operations/Management', 'Finance', 'Accounting', 'Financial Management', 'Financial Analysis', 'Microsoft Office', 'Commerce', 'Microsoft Excel']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/xpj5AaMX80au-Finance-Manager-Saudi-National-Black-Grey-HR-Dammam-Saudi-Arabia
data analysis,Finance Intern,Suplift,Full Time,"['Full TimeNot specified', 'Accounting/Finance', 'Operations/Management', 'Quality', 'Finance', 'Accounting', 'Auditing', 'Financial Analysis', 'Internal Audit', 'Financial Management', 'Internal Auditing']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/HJhmSXUkgMIn-Finance-Intern-Suplift-Riyadh-Saudi-Arabia
data analysis,Taxation Internship,Allianz,Internship,"['InternshipEntry Level', '0 - 1 Yrs of Exp', 'Accounting/Finance', 'Finance', 'Accounting', 'Taxation', 'Financial Analysis']",https://wuzzuf.nethttps://wuzzuf.net/internship/zCt99qfFwM2K-Taxation-Internship-Allianz-Cairo-Egypt
data analysis,Merchandise Planning Manager,Confidential,Full Time,"['Full TimeManager', '5+ Yrs of Exp', 'Logistics/Supply Chain', 'Operations/Management', 'Purchasing/Procurement', 'Inventory Management', 'inventory', 'Logistics', 'quality', 'Supply Chain', 'ERP', 'Analysis']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/9LYfIKA5WZUh-Merchandise-Planning-Manager-Cairo-Egypt
data analysis,Quality Assurance Manager,Target for Chemicals industry and trade,Full Time,"['Full TimeManager', '10 - 15 Yrs of Exp', 'Manufacturing/Production', 'Project/Program Management', 'Quality', 'Quality Assurance', 'ISO', 'ISO 9001', 'QA', 'quality', 'Six Sigma', 'Analysis']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/9yb9FXLrbdSb-Quality-Assurance-Manager-Target-for-Chemicals-industry-and-trade-Alexandria-Egypt
data analysis,Financial Analyst,RAWAJ,Full Time,"['Full TimeNot specified', 'Accounting/Finance', 'Banking', 'Analyst/Research', 'Finance', 'Financial Analysis', 'Accounting', 'Commerce', 'Microsoft Office', 'Financial Management', 'Analysis']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/yF6PoN7J45EC-Financial-Analyst-RAWAJ-Riyadh-Saudi-Arabia
data analysis,EXECUTIVE– BUSINESS PROCESS IMPROVEMENT,Cargoes,Full Time,"['Full TimeNot specified', 'IT/Software Development', 'Sales/Retail', 'Engineering - Telecom/Technology', 'information technology (it)', 'sales', 'computer science', 'sales skills', 'management', 'communication skills', 'business']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/QnOLuncJr12l-EXECUTIVE–-BUSINESS-PROCESS-IMPROVEMENT-Cargoes-Dubai-United-Arab-Emirates
data analysis,Financial Analyst,Jotun Paints,Full Time,"['Full TimeExperienced', '5 - 7 Yrs of Exp', 'Accounting/Finance', 'Accounting', 'Financial Analysis', 'Finance']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/ggcKZEyB2Ulw-Financial-Analyst-Jotun-Paints-Cairo-Egypt
data analysis,Finance Director (f/m),SOS children`s village,Full TimeOn-site,"['Full TimeOn-siteManager', '10 - 15 Yrs of Exp', 'Accounting/Finance', 'Business Development', 'Financial Management', 'Financial Analysis']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/lI4zKzuiqA1w-Finance-Director-fm-SOS-childrens-village-Cairo-Egypt
data analysis,Senior Accounting Manager,Foreground Consultancy,Full Time,"['Full TimeNot specified', 'Accounting/Finance', 'IT/Software Development', 'Sales/Retail', 'Accounting', 'Finance', 'Financial Management', 'Financial Analysis', 'Sales', 'Microsoft Office', 'Sales Skills']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/HbOPNcqfHcjx-Senior-Accounting-Manager-Foreground-Consultancy-Riyadh-Saudi-Arabia
data analysis,Business Market Researcher,MENA INTEL,Full Time,"['Full TimeExperienced', '1 - 3 Yrs of Exp', 'Customer Service/Support', 'Project/Program Management', 'Analyst/Research', 'Market Research', 'Research Analysis', 'Call Center', 'Customer Service', 'Communication skills', 'Sales', 'HR Recruitment']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/afHfGkCAIsOf-Business-Market-Researcher-MENA-INTEL-Cairo-Egypt
data analysis,General Accountant For (Real State ),City Master Group Developments,Full Time,"['Full TimeExperienced', '3 - 5 Yrs of Exp', 'Accounting/Finance', 'Banking', 'Accounting', 'Finance', 'Financial Analysis', 'Financial Management', 'CMA', 'CPA']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/pl2wFFv2PbtA-General-Accountant-For-Real-State-City-Master-Group-Developments-Cairo-Egypt
data analysis,Accountant,Homzmart,Full Time,"['Full TimeNot specified', 'Accounting/Finance', 'Administration', 'Banking', 'Accounting', 'Finance', 'Financial Analysis', 'Financial Management', 'Microsoft Office', 'Commerce', 'Microsoft Excel']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/d0N0vIPJXxvo-Accountant-Homzmart-Cairo-Egypt
data analysis,SC QC Associate- Lab Analyst,Pepsi,Full Time,"['Full TimeNot specified', 'Quality', 'Analyst/Research', 'Pharmaceutical', 'quality control', 'pharmacy', 'quality', 'science', 'qc', 'analysis', 'english']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/7J197JhGzKVo-SC-QC-Associate--Lab-Analyst-Pepsi-Cairo-Egypt
data analysis,EXECUTIVE– BUSINESS PROCESS IMPROVEMENT,DP World,Full Time,"['Full TimeNot specified', 'IT/Software Development', 'Sales/Retail', 'Engineering - Telecom/Technology', 'information technology (it)', 'sales', 'computer science', 'sales skills', 'management', 'communication skills', 'logistics']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/lrHuexnuU8RW-EXECUTIVE–-BUSINESS-PROCESS-IMPROVEMENT-DP-World-Dubai-United-Arab-Emirates
data analysis,Sr. FP&A Analyst- Middle East,Fresenius Medical Care AG & Co. KGaA,Full Time,"['Full TimeNot specified', 'Accounting/Finance', 'Business Development', 'Analyst/Research', 'accounting', 'commerce', 'finance', 'financial analysis', 'analysis', 'communication', 'financial']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/d6OuFSGGfI7b-Sr-FPA-Analyst--Middle-East-Fresenius-Medical-Care-AG-Co-KGaA-Cairo-Egypt
data analysis,Chief Accountant,Corporate General Solutions (Pvt.) Ltd,Full Time,"['Full TimeNot specified', 'Accounting/Finance', 'Banking', 'Operations/Management', 'Finance', 'Accounting', 'Financial Management', 'Financial Analysis', 'Microsoft Office', 'Commerce', 'ERP']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/zZ1MyfbvxyoZ-Chief-Accountant-Corporate-General-Solutions-Pvt-Ltd-Riyadh-Saudi-Arabia
data analysis,Key Accounts Assistant Analyst,Pepsico,Full Time,"['Full TimeNot specified', 'Accounting/Finance', 'IT/Software Development', 'Sales/Retail', 'sales', 'sales skills', 'customer service', 'microsoft office', 'marketing', 'management', 'analysis']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/xl2Hiq73v2wy-Key-Accounts-Assistant-Analyst-Pepsico-Cairo-Egypt
data analysis,Senior Finance Manager,Raya Holding for Financial Investments,Full Time,"['Full TimeNot specified', 'Accounting/Finance', 'IT/Software Development', 'Sales/Retail', 'Finance', 'Accounting', 'Sales', 'Sales Skills', 'Customer Service', 'Financial Management', 'Microsoft Office']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/A0v3qgoo34Oq-Senior-Finance-Manager-Raya-Holding-for-Financial-Investments-Cairo-Egypt
data analysis,Financial Auditor,Confidential,Full Time,"['Full TimeExperienced', '15 - 20 Yrs of Exp', 'Accounting/Finance', 'Auditing', 'Accounting', 'Construction', 'Finance', 'Financial Analysis', 'Commerce']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/WIHikQl474lX-Financial-Auditor-Cairo-Egypt
data analysis,AR Accountant,Rashideen Egypt for Trade Company,Full Time,"['Full TimeNot specified', 'Accounting/Finance', 'Accounting', 'Finance', 'Financial Analysis', 'AR', 'Financial Management', 'Accounts Receivable', 'Commerce', 'Microsoft Office', 'Microsoft Excel']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/G9FN3EwVYSi0-AR-Accountant-Rashideen-Egypt-for-Trade-Company-Cairo-Egypt
data analysis,Accountant (USAID Project/ Audit Firms Experience is a Must),John Snow InC,Full Time,"['Full TimeExperienced', '5+ Yrs of Exp', 'Accounting/Finance', 'Logistics', 'Purchasing', 'Microsoft Office', 'Administration', 'Commerce', 'QuickBooks', 'Accounting', 'Finance', 'Financial']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/FzMPQz8OG2j9-Accountant-USAID-Project-Audit-Firms-Experience-is-a-Must-John-Snow-InC-Cairo-Egypt
data analysis,Senior Manager Learning Excellence,MAJID AL FUTTAIM,Full Time,"['Full TimeNot specified', 'IT/Software Development', 'Sales/Retail', 'Engineering - Telecom/Technology', 'information technology (it)', 'computer science', 'microsoft office', 'sales', 'management', 'design', 'quality assurance']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/9RRIHN4qm8MY-Senior-Manager-Learning-Excellence-MAJID-AL-FUTTAIM-Dubai-United-Arab-Emirates
data analysis,Senior Manager Learning Partner,MAJID AL FUTTAIM,Full Time,"['Full TimeNot specified', 'IT/Software Development', 'Sales/Retail', 'Engineering - Telecom/Technology', 'information technology (it)', 'computer science', 'sales', 'marketing', 'management', 'design', 'agile']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/ZfbMEY5Qk53h-Senior-Manager-Learning-Partner-MAJID-AL-FUTTAIM-Dubai-United-Arab-Emirates
data analysis,Overheads Controlling Manager - Temporary (6 months),Danone,Full Time,"['Full TimeNot specified', 'Accounting/Finance', 'Engineering - Construction/Civil/Architecture', 'Quality', 'Quality Control', 'Engineering', 'Quality Assurance', 'Civil Engineering', 'Microsoft Office', 'Quality', 'Accounting']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/BXRNRsDY36Nm-Overheads-Controlling-Manager---Temporary-6-months-Danone-Dubai-United-Arab-Emirates
data analysis,SOC Analyst Level 2,IT Security C&T,Full Time,"['Full TimeNot specified', 'IT/Software Development', 'Analyst/Research', 'Engineering - Telecom/Technology', 'information technology (it)', 'computer science', 'analysis', 'engineering', 'analyst', 'siem', 'management']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/iMUn2mUMX9Db-SOC-Analyst-Level-2-IT-Security-CT-Riyadh-Saudi-Arabia
data analysis,Senior Accountant,Alwadi Holding,Full TimeOn-site,"['Full TimeOn-siteExperienced', '5 - 7 Yrs of Exp', 'Accounting/Finance', 'CMA', 'Accounting', 'Financial Analysis', 'Financial Management', 'ERP System', 'Finance', 'IFRS', 'VAT', 'Accounts Payable']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/keT4RtXBRGDE-Senior-Accountant-Alwadi-Holding-Giza-Egypt
data analysis,"Performance Manager Cairo, NA",GroupM,Full Time,"['Full TimeNot specified', 'IT/Software Development', 'Sales/Retail', 'Engineering - Telecom/Technology', 'sales', 'sales skills', 'information technology (it)', 'microsoft office', 'marketing', 'management', 'media']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/ksbmEuNihcUo-Performance-Manager-Cairo-NA-GroupM-Cairo-Egypt
data analysis,AR Accountant,Raya Trade & Distribution,Full Time,"['Full TimeNot specified', 'Accounting/Finance', 'Accounting', 'Finance', 'Financial Analysis', 'AR', 'Financial Management', 'Accounts Receivable', 'Commerce', 'Microsoft Office', 'Microsoft Excel']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/UNSursUKzqi7-AR-Accountant-Raya-Trade-Distribution-Cairo-Egypt
data analysis,Senior GL Accountant - (Construction),Cubic,Full Time,"['Full TimeExperienced', '4 - 7 Yrs of Exp', 'Accounting/Finance', 'Accounting', 'Financial', 'Finance', 'Financial Analysis', 'General Ledger', 'CMA', 'CPA']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/Qtkb3VhKz0Eh-Senior-GL-Accountant---Construction-Cubic-Cairo-Egypt
data analysis,Finance Manager,Powerline,Full Time,"['Full TimeManager', '10 - 15 Yrs of Exp', 'Accounting/Finance', 'Banking', 'Accounting', 'Financial Management', 'Finance', 'excel', 'Financial Analysis', 'ERP', 'Manufacturing Industry']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/Wk6dmJCqzPCB-Finance-Manager-Powerline-Cairo-Egypt
data analysis,Oracle Techno Function Supply Chain Consultant,Global Napi Pharmaceuticals,Full Time,"['Full TimeExperienced', '4 - 5 Yrs of Exp', 'IT/Software Development', 'Logistics/Supply Chain', 'Engineering - Telecom/Technology', 'Oracle', 'Information Technology (IT)', 'SCM', 'EBS', 'Supply Chain', 'Computer Science', 'Computer Engineering']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/CoNXydu8iVGf-Oracle-Techno-Function-Supply-Chain-Consultant-Global-Napi-Pharmaceuticals-Giza-Egypt
data analysis,OTT Business Analyst,Ooredoo,Full Time,"['Full TimeNot specified', 'IT/Software Development', 'Analyst/Research', 'Engineering - Telecom/Technology', 'Business Analysis', 'Information Technology (IT)', 'Computer Science', 'Analysis', 'Software Development', 'Software', 'Engineering']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/HkOG6wfSxokX-OTT-Business-Analyst-Ooredoo-Doha-Qatar
data analysis,Senior Shops Operations Lead,Alphapartners,Full Time,"['Full TimeNot specified', 'IT/Software Development', 'Sales/Retail', 'Engineering - Telecom/Technology', 'information technology (it)', 'computer science', 'engineering', 'sales', 'management', 'operations', 'analysis']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/Eq0G7vKHjIeA-Senior-Shops-Operations-Lead-Alphapartners-Dubai-United-Arab-Emirates
data analysis,Reporting Sr. Analyst,Vodafone Egypt,Full Time,"['Full TimeNot specified', 'Accounting/Finance', 'IT/Software Development', 'Analyst/Research', 'Analysis', 'Finance', 'Computer Science', 'Accounting', 'Reporting', 'Financial Analysis', 'Information Technology (IT)']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/4bQ3qht0ofel-Reporting-Sr-Analyst-Vodafone---Egypt-Cairo-Egypt
data analysis,Senior Finance Manager,Rashideen Egypt for Trade Company,Full Time,"['Full TimeNot specified', 'Accounting/Finance', 'IT/Software Development', 'Sales/Retail', 'Finance', 'Accounting', 'Sales', 'Sales Skills', 'Customer Service', 'Financial Management', 'Microsoft Office']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/QG4w4sagaeLq-Senior-Finance-Manager-Rashideen-Egypt-for-Trade-Company-Cairo-Egypt
data analysis,Channel Marketing Lead Engineer,Schneider Electric Egypt,Full Time,"['Full TimeNot specified', 'Marketing/PR/Advertising', 'Sales/Retail', 'Media/Journalism/Publishing', 'sales', 'marketing', 'sales skills', 'social media', 'engineering', 'market research', 'management']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/1Dc0MK9s94SK-Channel-Marketing-Lead-Engineer-Schneider-Electric---Egypt-Cairo-Egypt
data analysis,AR Accountant,Raya Holding for Financial Investments,Full Time,"['Full TimeNot specified', 'Accounting/Finance', 'Accounting', 'Finance', 'Financial Analysis', 'AR', 'Financial Management', 'Accounts Receivable', 'Commerce', 'Microsoft Office', 'Microsoft Excel']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/ALvkgCyqQXYs-AR-Accountant-Raya-Holding-for-Financial-Investments-Cairo-Egypt
data analysis,"Manager, Revenue Accounting",Ooredoo,Full Time,"['Full TimeNot specified', 'Accounting/Finance', 'Banking', 'Operations/Management', 'Accounting', 'Finance', 'Financial Management', 'Financial Analysis', 'Microsoft Office', 'Commerce', 'ERP']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/rA9rA9YltQep-Manager-Revenue-Accounting-Ooredoo-Doha-Qatar
data analysis,Partnerships and Investments Manager,Animoca Brands,Full Time,"['Full TimeNot specified', 'Business Development', 'Marketing/PR/Advertising', 'Sales/Retail', 'Business Development', 'Marketing', 'Sales', 'Advertising', 'Financial Analysis', 'Sales Skills', 'Accounting']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/WkUqldnDubVJ-Partnerships-and-Investments-Manager-Animoca-Brands-Dubai-United-Arab-Emirates
data analysis,Credit and Collection Specialist,Philips,Full Time,"['Full TimeNot specified', 'Accounting/Finance', 'Banking', 'Customer Service/Support', 'Accounting', 'Finance', 'Collection', 'Microsoft Office', 'English', 'Customer Service', 'Communication Skills']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/s5aF7iIwxr4W-Credit-and-Collection-Specialist-Philips-Riyadh-Saudi-Arabia
data analysis,RTM Analyst (UK Account) _VOIS,Vodafone Egypt,Full Time,"['Full TimeNot specified', 'Administration', 'Customer Service/Support', 'Analyst/Research', 'call center', 'rtm', 'analysis', 'customer care', 'customer service', 'workforce']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/K3ZEOWtR6rvq-RTM-Analyst-UK-Account-VOIS-Vodafone---Egypt-Cairo-Egypt
data analysis,Finance Business Partner_VOIS,Vodafone Egypt,Full Time,"['Full TimeNot specified', 'Accounting/Finance', 'Analyst/Research', 'Accounting', 'Finance', 'Microsoft Office', 'Commerce', 'Financial Analysis', 'MBA', 'ACCA', 'CPA']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/8q9WPGbOAHka-Finance-Business-PartnerVOIS-Vodafone---Egypt-Cairo-Egypt
data analysis,Business Intelligence Support Specialist,Vodafone Egypt,Full Time,"['Full TimeNot specified', 'Customer Service/Support', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Computer Science', 'Information Technology (IT)', 'SQL', 'Software Engineering', 'Business Development', 'Customer Care', 'Customer Service']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/3lLrtM0u7bUd-Business-Intelligence-Support-Specialist-Vodafone---Egypt-Cairo-Egypt
data analysis,Sr. Finance Business Partner_VOIS,Vodafone Egypt,Full Time,"['Full TimeNot specified', 'Accounting/Finance', 'Analyst/Research', 'Accounting', 'Finance', 'Microsoft Office', 'Commerce', 'Financial Analysis', 'MBA', 'ACCA', 'CPA']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/E9Rh5rPqTflu-Sr-Finance-Business-PartnerVOIS-Vodafone---Egypt-Cairo-Egypt
data analysis,"Senior Accountant, Egypt & North Africa",Reckitt Benckiser,Full Time,"['Full TimeNot specified', 'Accounting/Finance', 'Banking', 'IT/Software Development', 'Accounting', 'Finance', 'Financial Analysis', 'Financial Management', 'Microsoft Office', 'Commerce', 'ERP']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/yRRF9mkUMgJZ-Senior-Accountant-Egypt-North-Africa-Reckitt-Benckiser-Cairo-Egypt
data analysis,"Business Analyst, Lastmile Programs",Amazon Group,Full Time,"['Full TimeNot specified', 'IT/Software Development', 'Analyst/Research', 'Engineering - Telecom/Technology', 'information technology (it)', 'computer science', 'software development', 'sql', 'analysis', 'business analysis', 'engineering']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/cTkguyx15E9Q-Business-Analyst-Lastmile-Programs-Amazon-Group-Cairo-Egypt
data analysis,Manager Business Finance - Global Banking,HSBC,Full Time,"['Full TimeNot specified', 'Accounting/Finance', 'Business Development', 'Sales/Retail', 'Finance', 'Accounting', 'Business Development', 'Financial Management', 'Sales', 'Financial Analysis', 'Business Administration']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/QafcjEdi5Xvj-Manager-Business-Finance---Global-Banking-HSBC-Dubai-United-Arab-Emirates
data analysis,Project Accountant,WorleyParsons,Full Time,"['Full TimeNot specified', 'Accounting/Finance', 'Banking', 'Project/Program Management', 'Accounting', 'Finance', 'Financial Analysis', 'Commerce', 'Construction', 'Financial Management', 'Business Administration']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/alpkATa9V6Zb-Project-Accountant-WorleyParsons-Khobar-Saudi-Arabia
data analysis,Accountant,IMCO,Full Time,"['Full TimeExperienced', '5+ Yrs of Exp', 'Accounting/Finance', 'Accounting', 'Accounting Regulations', 'Computer Skills', 'Finance', 'Financial Analysis']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/o6gCuNQBUo2a-Accountant-IMCO-Cairo-Egypt
data analysis,Senior Accountant,Agazat Masr,Full Time,"['Full TimeExperienced', '5 - 8 Yrs of Exp', 'Accounting/Finance', 'Accounting', 'Commerce', 'excel', 'Finance', 'Financial Analysis', 'Financial Management', 'Microsoft Office', 'Oracle', 'English']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/D6oFId7jrkDZ-Senior-Accountant-Agazat-Masr-Cairo-Egypt
data analysis,2024 Business Analyst Internship,Q Tech General Trading LLC G23,Full Time,"['Full TimeNot specified', 'Accounting/Finance', 'Business Development', 'Analyst/Research', 'finance', 'accounting', 'business administration', 'analysis', 'business analysis', 'computer science', 'business intelligence']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/Uw4exTIJqlVu-2024-Business-Analyst-Internship-Q-Tech-General-Trading-LLC---G23-Dubai-United-Arab-Emirates
data analysis,Account Manager - Food,Alphapartners,Full Time,"['Full TimeNot specified', 'Customer Service/Support', 'Marketing/PR/Advertising', 'Sales/Retail', 'Sales', 'Sales Skills', 'Customer Service', 'Sales Target', 'Customer Support', 'Customer Care', 'Account Management']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/COyYUypE4AoK-Account-Manager---Food-Alphapartners-Dubai-United-Arab-Emirates
